Year,State,LaborForceParticipation
2019/2/1,North Carolina,61.4
2019/2/1,North Dakota,70.2
2019/2/1,Ohio,62.9
2019/2/1,Oklahoma,61
2019/2/1,Oregon,61.8
2019/2/1,Pennsylvania,63
2019/2/1,Rhode Island,63.9
2019/2/1,South Carolina,58.2
2019/2/1,South Dakota,68.9
2019/2/1,Tennessee,61.8
2019/2/1,Texas,63.6
2019/2/1,Utah,68.3
2019/2/1,Vermont,66.9
2019/2/1,Virginia,66.2
2019/2/1,Washington,65
2019/2/1,West Virginia,54.6
2019/2/1,Wisconsin,66.9
2019/2/1,Wyoming,65.5
2019/3/1,Alabama,57.8
2019/3/1,Alaska,64.7
2019/3/1,Arizona,61.8
2019/3/1,Arkansas,58.6
2019/3/1,California,62.4
2019/3/1,Colorado,68.6
2019/3/1,Connecticut,66.8
2019/3/1,Delaware,62.2
2019/3/1,District of Columbia,71.1
2019/3/1,Florida,59.2
2019/3/1,Georgia,62.8
2019/3/1,Hawaii,61
2019/3/1,Idaho,64.2
2019/3/1,Illinois,65.1
2019/3/1,Indiana,64.6
2019/3/1,Iowa,70.1
2019/3/1,Kansas,66.7
2019/3/1,Kentucky,58.7
2019/3/1,Louisiana,58.9
2019/3/1,Maine,62.6
2019/3/1,Maryland,68.1
2019/3/1,Massachusetts,67.1
2019/3/1,Michigan,61.8
2019/3/1,Minnesota,70
2019/3/1,Mississippi,55.8
2019/3/1,Missouri,63.7
2019/3/1,Montana,63.2
2019/3/1,Nebraska,70.1
2019/3/1,Nevada,64
2019/3/1,New Hampshire,68.6
2019/3/1,New Jersey,63.3
2019/3/1,New Mexico,58.6
2019/3/1,New York,60.7
2019/3/1,North Carolina,61.4
2019/3/1,North Dakota,70.2
2019/3/1,Ohio,62.9
2019/3/1,Oklahoma,61
2019/3/1,Oregon,61.8
2019/3/1,Pennsylvania,63
2019/3/1,Rhode Island,63.9
2019/3/1,South Carolina,58.3
2019/3/1,South Dakota,68.9
2019/3/1,Tennessee,61.9
2019/3/1,Texas,63.6
2019/3/1,Utah,68.4
2019/3/1,Vermont,66.9
2019/3/1,Virginia,66.3
2019/3/1,Washington,65.1
2019/3/1,West Virginia,54.6
2019/3/1,Wisconsin,66.9
2019/3/1,Wyoming,65.5
2019/4/1,Alabama,57.8
2019/4/1,Alaska,64.7
2019/4/1,Arizona,61.9
2019/4/1,Arkansas,58.6
2019/4/1,California,62.4
2019/4/1,Colorado,68.6
2019/4/1,Connecticut,66.8
2019/4/1,Delaware,62.2
2019/4/1,District of Columbia,71.1
2019/4/1,Florida,59.3
2019/4/1,Georgia,62.8
2019/4/1,Hawaii,61
2019/4/1,Idaho,64.3
2019/4/1,Illinois,65.1
2019/4/1,Indiana,64.5
2019/4/1,Iowa,70.2
2019/4/1,Kansas,66.7
2019/4/1,Kentucky,58.8
2019/4/1,Louisiana,58.8
2019/4/1,Maine,62.5
2019/4/1,Maryland,68.2
2019/4/1,Massachusetts,67.1
2019/4/1,Michigan,61.8
2019/4/1,Minnesota,70.1
2019/4/1,Mississippi,55.9
2019/4/1,Missouri,63.7
2019/4/1,Montana,63.3
2019/4/1,Nebraska,70.1
2019/4/1,Nevada,64
2019/4/1,New Hampshire,68.7
2019/4/1,New Jersey,63.4
2019/4/1,New Mexico,58.6
2019/4/1,New York,60.7
2019/4/1,North Carolina,61.5
2019/4/1,North Dakota,70.2
2019/4/1,Ohio,63
2019/4/1,Oklahoma,61.1
2019/4/1,Oregon,61.7
2019/4/1,Pennsylvania,63
2019/4/1,Rhode Island,63.9
2019/4/1,South Carolina,58.3
2019/4/1,South Dakota,69
2019/4/1,Tennessee,62
2019/4/1,Texas,63.6
2019/4/1,Utah,68.4
2019/4/1,Vermont,66.8
2019/4/1,Virginia,66.3
2019/4/1,Washington,65.1
2019/4/1,West Virginia,54.6
2019/4/1,Wisconsin,66.9
2019/4/1,Wyoming,65.6
2019/5/1,Alabama,57.7
2019/5/1,Alaska,64.8
2019/5/1,Arizona,61.9
2019/5/1,Arkansas,58.6
2019/5/1,California,62.4
2019/5/1,Colorado,68.6
2019/5/1,Connecticut,66.9
2019/5/1,Delaware,62.2
2019/5/1,District of Columbia,71.2
2019/5/1,Florida,59.3
2019/5/1,Georgia,62.8
2019/5/1,Hawaii,61
2019/5/1,Idaho,64.3
2019/5/1,Illinois,65
2019/5/1,Indiana,64.4
2019/5/1,Iowa,70.4
2019/5/1,Kansas,66.8
2019/5/1,Kentucky,58.8
2019/5/1,Louisiana,58.7
2019/5/1,Maine,62.6
2019/5/1,Maryland,68.4
2019/5/1,Massachusetts,67.1
2019/5/1,Michigan,61.8
2019/5/1,Minnesota,70.1
2019/5/1,Mississippi,56
2019/5/1,Missouri,63.7
2019/5/1,Montana,63.3
2019/5/1,Nebraska,70.1
2019/5/1,Nevada,63.9
2019/5/1,New Hampshire,68.7
2019/5/1,New Jersey,63.6
2019/5/1,New Mexico,58.6
2019/5/1,New York,60.8
2019/5/1,North Carolina,61.5
2019/5/1,North Dakota,70.1
2019/5/1,Ohio,63.1
2019/5/1,Oklahoma,61.1
2019/5/1,Oregon,61.7
2019/5/1,Pennsylvania,63
2019/5/1,Rhode Island,64
2019/5/1,South Carolina,58.2
2019/5/1,South Dakota,69
2019/5/1,Tennessee,62.1
2019/5/1,Texas,63.6
2019/5/1,Utah,68.4
2019/5/1,Vermont,66.8
2019/5/1,Virginia,66.3
2019/5/1,Washington,65.2
2019/5/1,West Virginia,54.7
2019/5/1,Wisconsin,66.9
2019/5/1,Wyoming,65.7
2019/6/1,Alabama,57.7
2019/6/1,Alaska,64.8
2019/6/1,Arizona,62
2019/6/1,Arkansas,58.5
2019/6/1,California,62.4
2019/6/1,Colorado,68.6
2019/6/1,Connecticut,66.9
2019/6/1,Delaware,62.1
2019/6/1,District of Columbia,71.2
2019/6/1,Florida,59.4
2019/6/1,Georgia,62.8
2019/6/1,Hawaii,61
2019/6/1,Idaho,64.4
2019/6/1,Illinois,64.9
2019/6/1,Indiana,64.4
2019/6/1,Iowa,70.5
2019/6/1,Kansas,66.8
2019/6/1,Kentucky,58.9
2019/6/1,Louisiana,58.7
2019/6/1,Maine,62.6
2019/6/1,Maryland,68.5
2019/6/1,Massachusetts,67
2019/6/1,Michigan,61.8
2019/6/1,Minnesota,70.2
2019/6/1,Mississippi,56.1
2019/6/1,Missouri,63.7
2019/6/1,Montana,63.4
2019/6/1,Nebraska,70.2
2019/6/1,Nevada,63.8
2019/6/1,New Hampshire,68.7
2019/6/1,New Jersey,63.7
2019/6/1,New Mexico,58.6
2019/6/1,New York,60.8
2019/6/1,North Carolina,61.5
2019/6/1,North Dakota,70
2019/6/1,Ohio,63.1
2019/6/1,Oklahoma,61.1
2019/6/1,Oregon,61.6
2019/6/1,Pennsylvania,63
2019/6/1,Rhode Island,64.1
2019/6/1,South Carolina,58.1
2019/6/1,South Dakota,69
2019/6/1,Tennessee,62
2019/6/1,Texas,63.7
2019/6/1,Utah,68.4
2019/6/1,Vermont,66.8
2019/6/1,Virginia,66.3
2019/6/1,Washington,65.2
2019/6/1,West Virginia,54.8
2019/6/1,Wisconsin,66.9
2019/6/1,Wyoming,65.8
2019/7/1,Alabama,57.7
2019/7/1,Alaska,64.9
2019/7/1,Arizona,62.1
2019/7/1,Arkansas,58.5
2019/7/1,California,62.5
2019/7/1,Colorado,68.6
2019/7/1,Connecticut,67
2019/7/1,Delaware,62.1
2019/7/1,District of Columbia,71.1
2019/7/1,Florida,59.5
2019/7/1,Georgia,62.8
2019/7/1,Hawaii,60.9
2019/7/1,Idaho,64.5
2019/7/1,Illinois,64.9
2019/7/1,Indiana,64.4
2019/7/1,Iowa,70.5
2019/7/1,Kansas,66.9
2019/7/1,Kentucky,59
2019/7/1,Louisiana,58.7
2019/7/1,Maine,62.7
2019/7/1,Maryland,68.7
2019/7/1,Massachusetts,67
2019/7/1,Michigan,61.8
2019/7/1,Minnesota,70.3
2019/7/1,Mississippi,56.2
2019/7/1,Missouri,63.8
2019/7/1,Montana,63.5
2019/7/1,Nebraska,70.3
2019/7/1,Nevada,63.8
2019/7/1,New Hampshire,68.8
2019/7/1,New Jersey,63.9
2019/7/1,New Mexico,58.5
2019/7/1,New York,60.8
2019/7/1,North Carolina,61.5
2019/7/1,North Dakota,70
2019/7/1,Ohio,63.2
2019/7/1,Oklahoma,61.1
2019/7/1,Oregon,61.6
2019/7/1,Pennsylvania,63
2019/7/1,Rhode Island,64.2
2019/7/1,South Carolina,58
2019/7/1,South Dakota,69
2019/7/1,Tennessee,62
2019/7/1,Texas,63.8
2019/7/1,Utah,68.5
2019/7/1,Vermont,66.7
2019/7/1,Virginia,66.3
2019/7/1,Washington,65.3
2019/7/1,West Virginia,54.9
2019/7/1,Wisconsin,66.9
2019/7/1,Wyoming,65.9
2019/8/1,Alabama,57.7
2019/8/1,Alaska,64.9
2019/8/1,Arizona,62.1
2019/8/1,Arkansas,58.5
2019/8/1,California,62.5
2019/8/1,Colorado,68.6
2019/8/1,Connecticut,67
2019/8/1,Delaware,62
2019/8/1,District of Columbia,71.1
2019/8/1,Florida,59.5
2019/8/1,Georgia,62.8
2019/8/1,Hawaii,60.8
2019/8/1,Idaho,64.5
2019/8/1,Illinois,64.8
2019/8/1,Indiana,64.4
2019/8/1,Iowa,70.6
2019/8/1,Kansas,66.9
2019/8/1,Kentucky,59
2019/8/1,Louisiana,58.7
2019/8/1,Maine,62.7
2019/8/1,Maryland,68.9
2019/8/1,Massachusetts,66.9
2019/8/1,Michigan,61.8
2019/8/1,Minnesota,70.4
2019/8/1,Mississippi,56.2
2019/8/1,Missouri,63.9
2019/8/1,Montana,63.6
2019/8/1,Nebraska,70.3
2019/8/1,Nevada,63.9
2019/8/1,New Hampshire,68.8
2019/8/1,New Jersey,64
2019/8/1,New Mexico,58.5
2019/8/1,New York,60.9
2019/8/1,North Carolina,61.6
2019/8/1,North Dakota,69.9
2019/8/1,Ohio,63.2
2019/8/1,Oklahoma,61.1
2019/8/1,Oregon,61.5
2019/8/1,Pennsylvania,63
2019/8/1,Rhode Island,64.4
2019/8/1,South Carolina,57.9
2019/8/1,South Dakota,69
2019/8/1,Tennessee,61.9
2019/8/1,Texas,63.8
2019/8/1,Utah,68.4
2019/8/1,Vermont,66.8
2019/8/1,Virginia,66.3
2019/8/1,Washington,65.3
2019/8/1,West Virginia,55
2019/8/1,Wisconsin,66.8
2019/8/1,Wyoming,65.9
2019/9/1,Alabama,57.7
2019/9/1,Alaska,64.8
2019/9/1,Arizona,62.1
2019/9/1,Arkansas,58.6
2019/9/1,California,62.6
2019/9/1,Colorado,68.6
2019/9/1,Connecticut,67.1
2019/9/1,Delaware,61.8
2019/9/1,District of Columbia,71.1
2019/9/1,Florida,59.6
2019/9/1,Georgia,62.8
2019/9/1,Hawaii,60.8
2019/9/1,Idaho,64.5
2019/9/1,Illinois,64.7
2019/9/1,Indiana,64.5
2019/9/1,Iowa,70.6
2019/9/1,Kansas,67
2019/9/1,Kentucky,59.1
2019/9/1,Louisiana,58.8
2019/9/1,Maine,62.8
2019/9/1,Maryland,69
2019/9/1,Massachusetts,66.8
2019/9/1,Michigan,61.7
2019/9/1,Minnesota,70.4
2019/9/1,Mississippi,56.2
2019/9/1,Missouri,64
2019/9/1,Montana,63.6
2019/9/1,Nebraska,70.4
2019/9/1,Nevada,64
2019/9/1,New Hampshire,68.8
2019/9/1,New Jersey,64.1
2019/9/1,New Mexico,58.5
2019/9/1,New York,60.9
2019/9/1,North Carolina,61.6
2019/9/1,North Dakota,69.9
2019/9/1,Ohio,63.3
2019/9/1,Oklahoma,61.1
2019/9/1,Oregon,61.4
2019/9/1,Pennsylvania,63
2019/9/1,Rhode Island,64.4
2019/9/1,South Carolina,57.8
2019/9/1,South Dakota,69
2019/9/1,Tennessee,61.9
2019/9/1,Texas,63.8
2019/9/1,Utah,68.4
2019/9/1,Vermont,66.8
2019/9/1,Virginia,66.3
2019/9/1,Washington,65.4
2019/9/1,West Virginia,55.1
2019/9/1,Wisconsin,66.8
2019/9/1,Wyoming,66
2019/10/1,Alabama,57.7
2019/10/1,Alaska,64.8
2019/10/1,Arizona,62.1
2019/10/1,Arkansas,58.6
2019/10/1,California,62.6
2019/10/1,Colorado,68.6
2019/10/1,Connecticut,67.2
2019/10/1,Delaware,61.7
2019/10/1,District of Columbia,71.3
2019/10/1,Florida,59.6
2019/10/1,Georgia,62.9
2019/10/1,Hawaii,60.8
2019/10/1,Idaho,64.5
2019/10/1,Illinois,64.6
2019/10/1,Indiana,64.5
2019/10/1,Iowa,70.6
2019/10/1,Kansas,67
2019/10/1,Kentucky,59.1
2019/10/1,Louisiana,58.9
2019/10/1,Maine,62.8
2019/10/1,Maryland,69.1
2019/10/1,Massachusetts,66.8
2019/10/1,Michigan,61.7
2019/10/1,Minnesota,70.5
2019/10/1,Mississippi,56.1
2019/10/1,Missouri,64.1
2019/10/1,Montana,63.7
2019/10/1,Nebraska,70.4
2019/10/1,Nevada,64.1
2019/10/1,New Hampshire,68.8
2019/10/1,New Jersey,64.2
2019/10/1,New Mexico,58.6
2019/10/1,New York,61
2019/10/1,North Carolina,61.6
2019/10/1,North Dakota,69.9
2019/10/1,Ohio,63.3
2019/10/1,Oklahoma,61.1
2019/10/1,Oregon,61.4
2019/10/1,Pennsylvania,63.1
2019/10/1,Rhode Island,64.5
2019/10/1,South Carolina,57.7
2019/10/1,South Dakota,68.9
2019/10/1,Tennessee,61.8
2019/10/1,Texas,63.8
2019/10/1,Utah,68.4
2019/10/1,Vermont,66.9
2019/10/1,Virginia,66.4
2019/10/1,Washington,65.5
2019/10/1,West Virginia,55.1
2019/10/1,Wisconsin,66.7
2019/10/1,Wyoming,66
2019/11/1,Alabama,57.7
2019/11/1,Alaska,64.7
2019/11/1,Arizona,62.2
2019/11/1,Arkansas,58.6
2019/11/1,California,62.7
2019/11/1,Colorado,68.6
2019/11/1,Connecticut,67.2
2019/11/1,Delaware,61.5
2019/11/1,District of Columbia,71.5
2019/11/1,Florida,59.6
2019/11/1,Georgia,62.9
2019/11/1,Hawaii,60.8
2019/11/1,Idaho,64.5
2019/11/1,Illinois,64.6
2019/11/1,Indiana,64.5
2019/11/1,Iowa,70.5
2019/11/1,Kansas,67
2019/11/1,Kentucky,59.1
2019/11/1,Louisiana,58.9
2019/11/1,Maine,62.7
2019/11/1,Maryland,69.3
2019/11/1,Massachusetts,66.7
2019/11/1,Michigan,61.7
2019/11/1,Minnesota,70.6
2019/11/1,Mississippi,56.1
2019/11/1,Missouri,64.1
2019/11/1,Montana,63.8
2019/11/1,Nebraska,70.4
2019/11/1,Nevada,64.1
2019/11/1,New Hampshire,68.8
2019/11/1,New Jersey,64.3
2019/11/1,New Mexico,58.7
2019/11/1,New York,61.1
2019/11/1,North Carolina,61.6
2019/11/1,North Dakota,69.8
2019/11/1,Ohio,63.4
2019/11/1,Oklahoma,61
2019/11/1,Oregon,61.3
2019/11/1,Pennsylvania,63.1
2019/11/1,Rhode Island,64.5
2019/11/1,South Carolina,57.7
2019/11/1,South Dakota,68.9
2019/11/1,Tennessee,61.8
2019/11/1,Texas,63.8
2019/11/1,Utah,68.5
2019/11/1,Vermont,66.9
2019/11/1,Virginia,66.5
2019/11/1,Washington,65.5
2019/11/1,West Virginia,55.2
2019/11/1,Wisconsin,66.6
2019/11/1,Wyoming,66.1
2019/12/1,Alabama,57.6
2019/12/1,Alaska,64.7
2019/12/1,Arizona,62.2
2019/12/1,Arkansas,58.6
2019/12/1,California,62.8
2019/12/1,Colorado,68.6
2019/12/1,Connecticut,67.2
2019/12/1,Delaware,61.3
2019/12/1,District of Columbia,71.7
2019/12/1,Florida,59.5
2019/12/1,Georgia,62.9
2019/12/1,Hawaii,60.9
2019/12/1,Idaho,64.4
2019/12/1,Illinois,64.5
2019/12/1,Indiana,64.4
2019/12/1,Iowa,70.3
2019/12/1,Kansas,67
2019/12/1,Kentucky,59
2019/12/1,Louisiana,58.9
2019/12/1,Maine,62.7
2019/12/1,Maryland,69.4
2019/12/1,Massachusetts,66.6
2019/12/1,Michigan,61.5
2019/12/1,Minnesota,70.7
2019/12/1,Mississippi,56
2019/12/1,Missouri,64.1
2019/12/1,Montana,63.8
2019/12/1,Nebraska,70.3
2019/12/1,Nevada,64.1
2019/12/1,New Hampshire,68.6
2019/12/1,New Jersey,64.3
2019/12/1,New Mexico,58.7
2019/12/1,New York,61.1
2019/12/1,North Carolina,61.5
2019/12/1,North Dakota,69.7
2019/12/1,Ohio,63.5
2019/12/1,Oklahoma,60.9
2019/12/1,Oregon,61.2
2019/12/1,Pennsylvania,63
2019/12/1,Rhode Island,64.4
2019/12/1,South Carolina,57.6
2019/12/1,South Dakota,68.8
2019/12/1,Tennessee,61.8
2019/12/1,Texas,63.7
2019/12/1,Utah,68.4
2019/12/1,Vermont,66.8
2019/12/1,Virginia,66.4
2019/12/1,Washington,65.5
2019/12/1,West Virginia,55.2
2019/12/1,Wisconsin,66.5
2019/12/1,Wyoming,66.2
2020/1/1,Alabama,57.5
2020/1/1,Alaska,64.7
2020/1/1,Arizona,62.2
2020/1/1,Arkansas,58.6
2020/1/1,California,62.8
2020/1/1,Colorado,68.6
2020/1/1,Connecticut,67.1
2020/1/1,Delaware,61.1
2020/1/1,District of Columbia,71.8
2020/1/1,Florida,59.4
2020/1/1,Georgia,62.8
2020/1/1,Hawaii,60.9
2020/1/1,Idaho,64.3
2020/1/1,Illinois,64.5
2020/1/1,Indiana,64.3
2020/1/1,Iowa,70
2020/1/1,Kansas,66.9
2020/1/1,Kentucky,58.9
2020/1/1,Louisiana,58.8
2020/1/1,Maine,62.5
2020/1/1,Maryland,69.5
2020/1/1,Massachusetts,66.3
2020/1/1,Michigan,61.4
2020/1/1,Minnesota,70.8
2020/1/1,Mississippi,55.9
2020/1/1,Missouri,64
2020/1/1,Montana,63.7
2020/1/1,Nebraska,70.2
2020/1/1,Nevada,63.9
2020/1/1,New Hampshire,68.4
2020/1/1,New Jersey,64.2
2020/1/1,New Mexico,58.7
2020/1/1,New York,61.1
2020/1/1,North Carolina,61.4
2020/1/1,North Dakota,69.6
2020/1/1,Ohio,63.5
2020/1/1,Oklahoma,60.8
2020/1/1,Oregon,61.1
2020/1/1,Pennsylvania,62.9
2020/1/1,Rhode Island,64.2
2020/1/1,South Carolina,57.5
2020/1/1,South Dakota,68.7
2020/1/1,Tennessee,61.6
2020/1/1,Texas,63.6
2020/1/1,Utah,68.3
2020/1/1,Vermont,66.7
2020/1/1,Virginia,66.3
2020/1/1,Washington,65.4
2020/1/1,West Virginia,55.2
2020/1/1,Wisconsin,66.3
2020/1/1,Wyoming,66.2
2020/2/1,Alabama,57.4
2020/2/1,Alaska,64.6
2020/2/1,Arizona,62
2020/2/1,Arkansas,58.5
2020/2/1,California,62.8
2020/2/1,Colorado,68.4
2020/2/1,Connecticut,66.9
2020/2/1,Delaware,60.8
2020/2/1,District of Columbia,71.8
2020/2/1,Florida,59.1
2020/2/1,Georgia,62.8
2020/2/1,Hawaii,60.9
2020/2/1,Idaho,64.1
2020/2/1,Illinois,64.5
2020/2/1,Indiana,64
2020/2/1,Iowa,69.7
2020/2/1,Kansas,66.7
2020/2/1,Kentucky,58.6
2020/2/1,Louisiana,58.6
2020/2/1,Maine,62.2
2020/2/1,Maryland,69.5
2020/2/1,Massachusetts,65.9
2020/2/1,Michigan,61.1
2020/2/1,Minnesota,70.8
2020/2/1,Mississippi,55.8
2020/2/1,Missouri,64
2020/2/1,Montana,63.5
2020/2/1,Nebraska,70
2020/2/1,Nevada,63.8
2020/2/1,New Hampshire,68.1
2020/2/1,New Jersey,64
2020/2/1,New Mexico,58.6
2020/2/1,New York,61
2020/2/1,North Carolina,61.3
2020/2/1,North Dakota,69.5
2020/2/1,Ohio,63.4
2020/2/1,Oklahoma,60.6
2020/2/1,Oregon,61
2020/2/1,Pennsylvania,62.7
2020/2/1,Rhode Island,63.9
2020/2/1,South Carolina,57.4
2020/2/1,South Dakota,68.4
2020/2/1,Tennessee,61.4
2020/2/1,Texas,63.4
2020/2/1,Utah,68.1
2020/2/1,Vermont,66.6
2020/2/1,Virginia,66.3
2020/2/1,Washington,65.4
2020/2/1,West Virginia,55.1
2020/2/1,Wisconsin,66.1
2020/2/1,Wyoming,66.1
2020/3/1,Alabama,57.2
2020/3/1,Alaska,64.5
2020/3/1,Arizona,61.8
2020/3/1,Arkansas,59.3
2020/3/1,California,61.9
2020/3/1,Colorado,69.6
2020/3/1,Connecticut,66.7
2020/3/1,Delaware,61.4
2020/3/1,District of Columbia,71.4
2020/3/1,Florida,58.7
2020/3/1,Georgia,62.7
2020/3/1,Hawaii,60.8
2020/3/1,Idaho,63.8
2020/3/1,Illinois,64
2020/3/1,Indiana,62.5
2020/3/1,Iowa,69.4
2020/3/1,Kansas,66.5
2020/3/1,Kentucky,58.4
2020/3/1,Louisiana,59.4
2020/3/1,Maine,61.9
2020/3/1,Maryland,69.4
2020/3/1,Massachusetts,65.5
2020/3/1,Michigan,60.8
2020/3/1,Minnesota,70.7
2020/3/1,Mississippi,55.7
2020/3/1,Missouri,64
2020/3/1,Montana,63.3
2020/3/1,Nebraska,70.3
2020/3/1,Nevada,63.4
2020/3/1,New Hampshire,67.7
2020/3/1,New Jersey,63.7
2020/3/1,New Mexico,57.8
2020/3/1,New York,60.8
2020/3/1,North Carolina,58.6
2020/3/1,North Dakota,69.6
2020/3/1,Ohio,62.5
2020/3/1,Oklahoma,60.4
2020/3/1,Oregon,60.8
2020/3/1,Pennsylvania,62.6
2020/3/1,Rhode Island,63.5
2020/3/1,South Carolina,57.2
2020/3/1,South Dakota,68.2
2020/3/1,Tennessee,61.2
2020/3/1,Texas,62.8
2020/3/1,Utah,67.9
2020/3/1,Vermont,66.4
2020/3/1,Virginia,66.3
2020/3/1,Washington,64.9
2020/3/1,West Virginia,55
2020/3/1,Wisconsin,65.9
2020/3/1,Wyoming,66
2020/4/1,Alabama,55.4
2020/4/1,Alaska,62
2020/4/1,Arizona,60.3
2020/4/1,Arkansas,59
2020/4/1,California,60
2020/4/1,Colorado,66.1
2020/4/1,Connecticut,63.1
2020/4/1,Delaware,59.4
2020/4/1,District of Columbia,68.9
2020/4/1,Florida,53.8
2020/4/1,Georgia,59.6
2020/4/1,Hawaii,57.4
2020/4/1,Idaho,62.6
2020/4/1,Illinois,63
2020/4/1,Indiana,60.8
2020/4/1,Iowa,69
2020/4/1,Kansas,66.1
2020/4/1,Kentucky,58
2020/4/1,Louisiana,55.5
2020/4/1,Maine,58.1
2020/4/1,Maryland,65.9
2020/4/1,Massachusetts,60.5
2020/4/1,Michigan,56.6
2020/4/1,Minnesota,67.8
2020/4/1,Mississippi,52.8
2020/4/1,Missouri,60.7
2020/4/1,Montana,62.5
2020/4/1,Nebraska,69.6
2020/4/1,Nevada,58.2
2020/4/1,New Hampshire,65.4
2020/4/1,New Jersey,61.2
2020/4/1,New Mexico,54.4
2020/4/1,New York,57.7
2020/4/1,North Carolina,56.7
2020/4/1,North Dakota,69.8
2020/4/1,Ohio,59.4
2020/4/1,Oklahoma,59.6
2020/4/1,Oregon,59.2
2020/4/1,Pennsylvania,60.8
2020/4/1,Rhode Island,61
2020/4/1,South Carolina,57.1
2020/4/1,South Dakota,68.1
2020/4/1,Tennessee,59
2020/4/1,Texas,59.8
2020/4/1,Utah,67.4
2020/4/1,Vermont,68.1
2020/4/1,Virginia,65.7
2020/4/1,Washington,66.5
2020/4/1,West Virginia,52.7
2020/4/1,Wisconsin,65.8
2020/4/1,Wyoming,64.1
2020/5/1,Alabama,57.4
2020/5/1,Alaska,63.5
2020/5/1,Arizona,60.9
2020/5/1,Arkansas,58.3
2020/5/1,California,59.8
2020/5/1,Colorado,67.9
2020/5/1,Connecticut,65.7
2020/5/1,Delaware,62.3
2020/5/1,District of Columbia,67.5
2020/5/1,Florida,57.5
2020/5/1,Georgia,60.9
2020/5/1,Hawaii,58.7
2020/5/1,Idaho,63.1
2020/5/1,Illinois,63.1
2020/5/1,Indiana,62.2
2020/5/1,Iowa,67.1
2020/5/1,Kansas,66.3
2020/5/1,Kentucky,58.4
2020/5/1,Louisiana,56.6
2020/5/1,Maine,59.5
2020/5/1,Maryland,66.1
2020/5/1,Massachusetts,64.7
2020/5/1,Michigan,60.5
2020/5/1,Minnesota,69.1
2020/5/1,Mississippi,53.4
2020/5/1,Missouri,59.5
2020/5/1,Montana,62.7
2020/5/1,Nebraska,69.6
2020/5/1,Nevada,55.6
2020/5/1,New Hampshire,66.5
2020/5/1,New Jersey,62.1
2020/5/1,New Mexico,54.6
2020/5/1,New York,58.5
2020/5/1,North Carolina,58.2
2020/5/1,North Dakota,69.1
2020/5/1,Ohio,60.7
2020/5/1,Oklahoma,60.2
2020/5/1,Oregon,61.5
2020/5/1,Pennsylvania,61.9
2020/5/1,Rhode Island,63.6
2020/5/1,South Carolina,57.3
2020/5/1,South Dakota,68.2
2020/5/1,Tennessee,60
2020/5/1,Texas,62.5
2020/5/1,Utah,67.7
2020/5/1,Vermont,64.5
2020/5/1,Virginia,64.5
2020/5/1,Washington,65.2
2020/5/1,West Virginia,53.7
2020/5/1,Wisconsin,66.2
2020/5/1,Wyoming,66.3
2020/6/1,Alabama,57.5
2020/6/1,Alaska,63.7
2020/6/1,Arizona,60.7
2020/6/1,Arkansas,57.8
2020/6/1,California,61.2
2020/6/1,Colorado,68
2020/6/1,Connecticut,65.5
2020/6/1,Delaware,63
2020/6/1,District of Columbia,67.5
2020/6/1,Florida,57
2020/6/1,Georgia,60.1
2020/6/1,Hawaii,58.8
2020/6/1,Idaho,62.9
2020/6/1,Illinois,62.7
2020/6/1,Indiana,62.3
2020/6/1,Iowa,66.2
2020/6/1,Kansas,65.9
2020/6/1,Kentucky,54.7
2020/6/1,Louisiana,56.7
2020/6/1,Maine,58.7
2020/6/1,Maryland,65.6
2020/6/1,Massachusetts,65.6
2020/6/1,Michigan,62
2020/6/1,Minnesota,71.3
2020/6/1,Mississippi,53.5
2020/6/1,Missouri,61.5
2020/6/1,Montana,62.4
2020/6/1,Nebraska,69.3
2020/6/1,Nevada,60.6
2020/6/1,New Hampshire,66.3
2020/6/1,New Jersey,62.6
2020/6/1,New Mexico,54.5
2020/6/1,New York,59
2020/6/1,North Carolina,58.2
2020/6/1,North Dakota,68.9
2020/6/1,Ohio,60.7
2020/6/1,Oklahoma,60.1
2020/6/1,Oregon,61.4
2020/6/1,Pennsylvania,61.9
2020/6/1,Rhode Island,63.6
2020/6/1,South Carolina,57.2
2020/6/1,South Dakota,68
2020/6/1,Tennessee,59.8
2020/6/1,Texas,62.3
2020/6/1,Utah,67.4
2020/6/1,Vermont,63.3
2020/6/1,Virginia,64.1
2020/6/1,Washington,64.4
2020/6/1,West Virginia,53.6
2020/6/1,Wisconsin,66
2020/6/1,Wyoming,65.4
2020/7/1,Alabama,57.8
2020/7/1,Alaska,64.4
2020/7/1,Arizona,60.9
2020/7/1,Arkansas,57.8
2020/7/1,California,61.3
2020/7/1,Colorado,65.6
2020/7/1,Connecticut,65.8
2020/7/1,Delaware,60.5
2020/7/1,District of Columbia,67.9
2020/7/1,Florida,58.5
2020/7/1,Georgia,59.9
2020/7/1,Hawaii,59.8
2020/7/1,Idaho,63
2020/7/1,Illinois,62.8
2020/7/1,Indiana,62.8
2020/7/1,Iowa,66.1
2020/7/1,Kansas,66.2
2020/7/1,Kentucky,55.9
2020/7/1,Louisiana,57.4
2020/7/1,Maine,59.4
2020/7/1,Maryland,65.7
2020/7/1,Massachusetts,65.8
2020/7/1,Michigan,61.3
2020/7/1,Minnesota,70.8
2020/7/1,Mississippi,53.9
2020/7/1,Missouri,63.8
2020/7/1,Montana,62.5
2020/7/1,Nebraska,69.3
